                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     60,                 1.6602,                 1.3794,                0.98004,                0.33073,                0.28596,                0.26627,                0.16102,                 1.5044,                 1.2349,                0.95406,               0.004258,               0.004258,               0.004258
                     61,                 1.7215,                 1.3891,                 0.9981,                 0.3854,                0.26906,                0.24487,                0.15102,                   1.57,                 1.2814,                0.96436,               0.004159,               0.004159,               0.004159
                     62,                 1.5274,                 1.4014,                0.99261,                0.28853,                0.29168,                0.27827,                0.16759,                 1.4765,                 1.2227,                0.95098,                0.00406,                0.00406,                0.00406
                     63,                 1.5657,                 1.3278,                0.97576,                0.27729,                0.27315,                 0.2544,                0.15452,                 1.5346,                  1.242,                 0.9615,               0.003961,               0.003961,               0.003961
                     64,                  1.614,                 1.3408,                0.97598,                0.32207,                0.26916,                0.27147,                0.16662,                 1.4589,                  1.206,                0.94951,               0.003862,               0.003862,               0.003862
                     65,                 1.5029,                 1.2616,                0.97519,                0.46027,                0.25086,                0.26389,                0.16251,                 1.4717,                 1.2042,                0.95038,               0.003763,               0.003763,               0.003763
                     66,                 1.5373,                 1.2892,                0.99255,                0.43484,                0.27323,                0.27215,                0.16689,                 1.4929,                 1.1876,                0.96071,               0.003664,               0.003664,               0.003664
                     67,                 1.7699,                 1.3748,                 1.0069,                0.40299,                0.26773,                0.27381,                0.16714,                 1.4395,                 1.1883,                 0.9457,               0.003565,               0.003565,               0.003565
                     68,                 1.6333,                 1.3013,                0.98283,                0.45942,                 0.2598,                0.27251,                0.16822,                 1.4576,                 1.1939,                0.94662,               0.003466,               0.003466,               0.003466
                     69,                 1.6105,                 1.2739,                0.97644,                0.45533,                0.25307,                0.26441,                0.16672,                 1.4761,                  1.197,                0.94851,               0.003367,               0.003367,               0.003367
                     70,                 1.5665,                 1.3471,                 0.9971,                0.45632,                0.26608,                0.27951,                0.17435,                 1.4246,                 1.1715,                 0.9419,               0.003268,               0.003268,               0.003268
                     71,                 1.5642,                 1.3401,                0.99255,                0.47588,                0.25528,                0.28541,                 0.1792,                 1.4398,                 1.1956,                0.94254,               0.003169,               0.003169,               0.003169
                     72,                 1.5021,                 1.3533,                 0.9841,                0.48203,                0.26046,                0.29425,                0.18372,                 1.4269,                 1.1966,                0.94391,                0.00307,                0.00307,                0.00307
                     73,                 1.5132,                 1.2629,                0.95504,                0.50009,                0.24799,                0.28561,                0.17827,                 1.4385,                 1.1808,                0.94254,               0.002971,               0.002971,               0.002971
                     74,                 1.6201,                 1.2979,                0.97994,                0.41465,                0.28923,                0.29173,                0.18375,                 1.3978,                 1.1511,                0.93659,               0.002872,               0.002872,               0.002872
                     75,                 1.4466,                 1.2029,                0.96338,                0.44006,                0.29669,                0.29413,                0.18627,                 1.4018,                 1.1438,                 0.9381,               0.002773,               0.002773,               0.002773
                     76,                 1.5737,                 1.2855,                0.96818,                0.44277,                0.29492,                0.29902,                0.18516,                 1.4306,                 1.1429,                0.94014,               0.002674,               0.002674,               0.002674
                     77,                 1.4718,                 1.2321,                0.94837,                0.42659,                0.32442,                0.30667,                0.19312,                 1.4177,                 1.1463,                0.93713,               0.002575,               0.002575,               0.002575
                     78,                 1.5105,                 1.2441,                0.95217,                0.45452,                0.30342,                0.31851,                0.20416,                 1.4004,                 1.1434,                0.93706,               0.002476,               0.002476,               0.002476
                     79,                 1.4995,                 1.3062,                0.96193,                0.47772,                0.29737,                0.31458,                 0.2009,                 1.4083,                 1.1775,                0.93662,               0.002377,               0.002377,               0.002377
                     80,                 1.6036,                 1.3204,                0.95327,                0.50023,                 0.2646,                0.29895,                0.19171,                  1.491,                 1.2058,                0.94638,               0.002278,               0.002278,               0.002278
                     81,                 1.5097,                 1.2426,                0.96774,                0.47653,                0.28512,                0.31438,                0.20512,                 1.3993,                 1.1691,                0.93481,               0.002179,               0.002179,               0.002179
                     82,                  1.512,                  1.249,                0.97444,                0.48736,                0.27622,                0.31558,                0.20807,                 1.3902,                 1.1408,                0.93432,                0.00208,                0.00208,                0.00208
                     83,                 1.5161,                 1.2147,                0.94742,                 0.5529,                0.26155,                0.31251,                0.20542,                 1.3808,                 1.1281,                0.93222,               0.001981,               0.001981,               0.001981
                     84,                   1.39,                  1.211,                 0.9595,                0.54287,                0.27401,                0.31822,                 0.2109,                 1.3605,                 1.1076,                0.93163,               0.001882,               0.001882,               0.001882
                     85,                 1.5761,                 1.1952,                0.96522,                0.54008,                0.27441,                0.31589,                0.20683,                 1.3705,                 1.1102,                0.93152,               0.001783,               0.001783,               0.001783
                     86,                 1.4476,                 1.1789,                 0.9421,                0.54069,                0.27806,                0.31769,                0.20548,                 1.3729,                 1.1139,                0.93177,               0.001684,               0.001684,               0.001684
                     87,                 1.4208,                 1.2234,                  0.953,                0.54132,                0.28019,                0.32569,                0.21176,                 1.3627,                 1.1019,                0.93068,               0.001585,               0.001585,               0.001585
                     88,                 1.4746,                 1.2104,                0.95369,                0.53284,                0.28424,                0.33136,                0.21719,                 1.3518,                 1.0969,                0.92871,               0.001486,               0.001486,               0.001486
                     89,                 1.4973,                 1.2194,                0.95729,                0.53023,                0.28313,                0.32718,                0.21274,                 1.3553,                 1.0937,                0.92821,               0.001387,               0.001387,               0.001387
                     90,                 1.4526,                 1.1998,                0.96347,                0.52417,                0.29133,                 0.3348,                0.21751,                 1.3446,                  1.084,                0.92589,               0.001288,               0.001288,               0.001288
                     91,                 1.5527,                 1.4377,                0.97085,                 0.5338,                0.30008,                0.33273,                0.21508,                 1.3553,                 1.1015,                0.92669,               0.001189,               0.001189,               0.001189
                     92,                 1.4787,                 1.3916,                0.97424,                0.51241,                0.30803,                0.32617,                0.20928,                 1.3735,                 1.1272,                0.92944,                0.00109,                0.00109,                0.00109
                     93,                 1.6073,                 1.4611,                0.97457,                0.51815,                0.28688,                  0.319,                0.20502,                 1.3991,                 1.1592,                0.93327,               0.000991,               0.000991,               0.000991
                     94,                 1.5539,                 1.3429,                 0.9619,                0.55161,                 0.2692,                0.31962,                0.20634,                 1.4115,                 1.1783,                0.93516,               0.000892,               0.000892,               0.000892
                     95,                 1.4687,                  1.276,                0.96369,                0.53755,                0.27073,                0.31948,                0.20844,                 1.4135,                 1.1845,                0.93458,               0.000793,               0.000793,               0.000793
                     96,                 1.5129,                 1.3074,                0.97038,                0.56133,                0.26922,                0.32393,                0.21451,                 1.4027,                 1.1721,                0.93203,               0.000694,               0.000694,               0.000694
                     97,                 1.4442,                 1.2888,                0.94893,                0.59846,                 0.2565,                0.32789,                 0.2176,                 1.3923,                 1.1596,                0.93008,               0.000595,               0.000595,               0.000595
                     98,                 1.4498,                 1.2772,                0.94992,                0.61002,                0.25832,                0.32667,                0.21698,                 1.3863,                 1.1478,                0.92913,               0.000496,               0.000496,               0.000496
                     99,                 1.4435,                 1.2834,                0.95193,                0.60638,                0.25747,                0.32614,                 0.2162,                 1.3762,                 1.1357,                0.92779,               0.000397,               0.000397,               0.000397
                    100,                 1.4636,                 1.2717,                0.97508,                0.57349,                0.26493,                0.32774,                 0.2184,                 1.3697,                 1.1261,                0.92678,               0.000298,               0.000298,               0.000298
